"REV_OUTCOME","p_value","r_value","excluded_study","num_of_studies"
"CD000104_13",0.114165470058731,0.114165470058731,"STD-Sun-2014",17
"CD000104_14",0.029877926883463,0.066168136898572,"STD-Thome-1998",13
"CD000110_3",0.373315156882742,0.373315156882742,"STD-Crowther-1989",9
"CD000110_9",0.157160984424619,0.171538049721538,"STD-Saunders-1985",10
"CD000110_11",0.391757922220749,0.391757922220749,"STD-Crowther-1989",9
"CD000110_12",0.477420720535221,0.555238378593819,"STD-Crowther-1990",13
"CD000110_13",0.635892165784143,0.635892165784143,"STD-Crowther-1989",9
"CD000110_14",0.0515527773837982,0.12811248046249,"STD-Crowther-1990",13
"CD000110_16",0.447532188990597,0.539072154411087,"STD-Hartikainen_x002d_Sorri-1984",20
"CD000110_18",0.112397473888098,0.125576675678252,"STD-Crowther-1991",18
"CD000111_1",0.179274987150644,0.984224961693316,"STD-Kuusela-1998",8
"CD000111_3",0.692054262542706,0.936188883006688,"STD-Rush-1996",21
"CD000111_6",0.483458299685094,0.835681905477384,"STD-Da-Silva-2006",4
"CD000111_7",0.49256901637939,0.974533664767492,"STD-Da-Silva-2006",5
"CD000111_15",3.65139567736668e-05,0.42014208495266,"STD-Chaichian-2009",5
"CD000111_19",0.789058354874104,0.956049405967182,"STD-Kuusela-1998",4
"CD000111_21",0.919325010612499,0.919325010612499,"STD-Nikodem-1999",3
"CD000111_22",0.37290782937093,0.480468533247909,"STD-Schorn-1993",5
"CD000111_26",0.709192572687867,0.924037238566457,"STD-Eckert-2001",3
"CD000111_31",7.24570359437881e-06,7.26359034496724e-05,"STD-Taha-2000",21
"CD000111_35",0.687232999765146,0.974742275266893,"STD-Eckert-2001",17
"CD000112_1",0.432973282050414,0.835131598399914,"STD-Pandey-2004",23
"CD000112_2",0.343482200443135,0.937626212582123,"STD-Pandey-2004",8
"CD000114_3",0.929639874351772,0.929639874351772,"STD-MacKenzie-1986",4
"CD000114_4",0.819989781566929,0.935892820950046,"STD-MacKenzie-1986",5
"CD000114_5",0.118402231595955,0.23714272110132,"STD-MacKenzie-1986",4
"CD000116_1",0.919643936732031,0.919643936732031,"STD-Strachan-2000",7
"CD000116_2",0.0171251243172303,0.110682287440086,"STD-Westerhuis-2010",6
"CD000116_3",0.41504456259973,0.558056375685075,"STD-Amer_x002d_Wahlin-2001",6
"CD000116_4",6.49277771618312e-16,3.06267610625881e-05,"STD-Vayssiere-2007",5
"CD000116_5",0.0615240187878093,0.102539727075191,"STD-Westerhuis-2010",7
"CD000116_6",0.681194676006309,0.997161618936754,"STD-Westgate-1993",6
"CD000116_7",0.601523629999077,0.647054383805038,"STD-Ojala-2006",3
"CD000116_8",0.314175090118639,0.602430350523787,"STD-Westerhuis-2010",7
"CD000116_9",0.217159915034659,0.268436093455591,"STD-Belfort-2015",6
"CD000119_2",0.157546311208304,0.198220745784848,"STD-Turpie-1992",7
"CD000119_3",0.814064368313392,0.824302642741883,"STD-Turpie-1992",7
"CD000119_4",0.653163047002127,0.995234334623377,"STD-Hillbom-1998",8
"CD000119_5",0.940368895331771,0.952408451743133,"STD-Turpie-1992",8
"CD000119_6",0.772328974489364,0.83549523688544,"STD-Stiekema-1988",5
"CD000119_7",0.00935080393846323,0.0296398988330383,"STD-PREVAIL-2007",7
"CD000119_8",0.168864727085434,0.366491485720271,"STD-Hillbom-1998",5
"CD000119_9",0.104804557613808,0.235638879010577,"STD-Hillbom-1998",9
"CD000119_11",0.0469439936468615,0.140158427906875,"STD-PREVAIL-2007",7
"CD000119_12",0.577755562839785,0.986813589644737,"STD-Stiekema-1988",13
"CD000121_1",0.22605481032756,0.291982988567262,"STD-Thauvin-1992",7
"CD000122_1",0.212874498095732,0.946973700594668,"STD-Kennedy-1997",4
"CD000123_1",0.749204370505959,0.95731923758973,"STD-LEADER",16
"CD000123_2",0.424743340446087,0.791688775888041,"STD-LEADER",10
"CD000123_3",1.76116287439486e-30,6.04748131249112e-24,"STD-HPS",23
"CD000123_4",0.695334631010957,0.768693386671273,"STD-Coccheri-2002",16
"CD000123_5",0.00159550784648712,0.00159550784648712,"STD-Castano-2001",18
"CD000123_6",2.83209717494078e-15,1.62796840591529e-12,"STD-HPS",23
"CD000123_7",0.623886417895707,0.667694048738241,"STD-Coccheri-2002",9
"CD000123_8",5.00880366003576e-05,0.000502227998296386,"STD-LEADER",16
"CD000123_9",1.90036924823025e-06,0.000252857408670768,"STD-HPS",14
"CD000123_10",0.741751709933861,0.867254931718551,"STD-Mohler-2003",10
"CD000126_1",0.898280883707453,0.990203646758946,"STD-GALA-2008",6
"CD000126_2",0.117811733679167,0.272461784272447,"STD-Forssell-1989",4
"CD000126_3",0.480824759968586,0.649428927112583,"STD-Pluskwa-1989",5
"CD000126_4",0.12659615231668,0.960123158844404,"STD-GALA-2008",4
"CD000126_5",0.386756022483774,0.447535714192038,"STD-Forssell-1989",5
"CD000126_6",0.635383577736882,0.639293373316271,"STD-GALA-2008",3
"CD000126_7",3.05029615016634e-70,1.26250117952679e-07,"STD-GALA-2008",8
"CD000127_1",0.00263542625950427,0.00717530365541203,"STD-Bangladesh-1998",22
"CD000127_2",0.71961472825552,0.806638319930977,"STD-Collab-Trial-1995",3
"CD000127_3",0.992069056949349,0.992069056949349,"STD-Zimbabwe-1998",3
"CD000127_4",0.86604139532835,0.86604139532835,"STD-Zimbabwe-1998",4
"CD000127_5",0.488417644781443,0.52185157353059,"STD-Nigeria--2004",3
"CD000127_6",0.518300754090387,0.553251111712737,"STD-Zimbabwe-1990",3
"CD000127_7",0.936916254369904,0.936916254369904,"STD-Zimbabwe-1998",5
"CD000127_9",0.665223653486402,0.773621661870747,"STD-Collab-Trial-1995",3
"CD000127_10",0.563026793126679,0.978839625336913,"STD-Zimbabwe-1998",13
"CD000127_11",3.08083839650469e-07,4.82802452950249e-06,"STD-Collab-Trial-1995",24
"CD000127_12",0.661265941220651,0.845786271096834,"STD-Zimbabwe-1990",3
"CD000127_14",0.0452290898135803,0.0504768721912225,"STD-Nigeria--2004",5
"CD000127_15",0.125655996663328,0.153885165069967,"STD-Zimbabwe-1990",6
"CD000127_17",0.0245979991268658,0.0288406202378965,"STD-Zimbabwe-1990",14
"CD000127_18",0.229652828974633,0.386667112629964,"STD-Zimbabwe-1990",10
"CD000127_19",0.996866679229435,0.996866679229435,"STD-Nigeria--2004",10
"CD000127_20",0.584071871955465,0.584071871955465,"STD-Collab-Trial-1995",4
"CD000127_21",0.419070647516256,0.616963795011471,"STD-Collab-Trial-1995",3
"CD000127_22",0.873304673903351,0.942783185297161,"STD-Malaysia-1994",3
"CD000128_1",0.000173314619388841,0.00287638466042616,"STD-Collab-Trial-1995",11
"CD000128_2",0.67083246056065,0.967316450920917,"STD-Collab-Trial-1995",3
"CD000128_5",0.00244823682619307,0.0396718843980472,"STD-Collab-Trial-1995",5
"CD000128_11",7.87431985754969e-06,7.82487635719851e-05,"STD-Collab-Trial-1995",15
"CD000128_19",0.223481031121426,0.282946806696615,"STD-Brazil-2003",3
"CD000133_1",0.897913427562152,0.897913427562152,"STD-Lovegrove-1994",3
"CD000137_1",0.0464459735138353,0.306180149513862,"STD-Battaglia-1992",3
"CD000139_1",0.0145853814170621,0.0286593550143534,"STD-Muro-1992",10
"CD000140_1",0.0181299409939983,0.0744686061138178,"STD-Gupta-1981",5
"CD000140_2",0.0911990455538459,0.779986166775882,"STD-Gupta-1981",3
"CD000140_10",0.0366035861498571,0.145044476898888,"STD-Peliowski-1990",3
"CD000141_1",0.102219109461319,0.349098555843634,"STD-Dunn-1990",3
"CD000141_3",0.521025644486468,0.649426575477802,"STD-Speer-1992",3
"CD000141_7",0.946534394958905,0.956774149662193,"STD-Dunn-1990",3
"CD000141_8",0.775244670578495,0.825580751459102,"STD-Speer-1992",3
"CD000141_9",0.0847372034681659,0.0847372034681659,"STD-Corbet-1995",3
"CD000143_1",1.55622707378182e-06,1.40431179845006e-05,"STD-Higgins-1991",51
"CD000143_2",0.142122396167688,0.19708080847335,"STD-Higgins-1991",30
"CD000143_3",0.861264914263359,0.874782310515847,"STD-Annibale-1994",5
"CD000144_1",0.235091596057869,0.355072120730981,"STD-Ainsworth-2000",13
"CD000144_2",0.375991066888052,0.665725912472676,"STD-Hudak-1997",10
"CD000144_3",0.0579078386100629,0.759145279774342,"STD-Hudak-1997",9
"CD000144_4",0.259279858391829,0.274419551985059,"STD-Moya-2005",6
"CD000144_5",0.850387732996712,0.954727471227446,"STD-Hudak-1997",10
"CD000144_6",0.42633428650765,0.979786918135139,"STD-Halahakoon-1999",8
"CD000144_7",0.0295346296853586,0.0295346296853586,"STD-VT-Oxford-1996",6
"CD000144_8",0.658246277977035,0.967986187248025,"STD-Hudak-1997",5
"CD000144_9",0.0123088259987998,0.0123088259987998,"STD-VT-Oxford-1996",11
"CD000144_10",0.959287637582398,0.989420431158175,"STD-Modanlou-1997",8
"CD000144_11",0.957574474115815,0.982874532242694,"STD-daCosta-1999",10
"CD000144_12",0.03145034967122,0.03145034967122,"STD-VT-Oxford-1996",8
"CD000146_1",1.40218128615289e-87,2.65254745315742e-87,"STD-Russell-1983",502
"CD000146_2",1.70831087112544e-22,1.85902713823114e-22,"STD-Llivina-1988",108
"CD000146_3",8.26222069569433e-06,1.49177341804437e-05,"STD-Russell-1983",28
"CD000146_4",0.0344158542258493,0.0344158542258493,"STD-Ortega-2011",10
"CD000146_5",0.0672989924900018,0.194619399040798,"STD-Coleman-2012",4
"CD000146_6",0.00980668360577555,0.0271426867606294,"STD-Shiffman-2009-_x0028_2mg_x0029_",5
"CD000147_3",0.162020281489847,0.172389466750847,"STD-Morich-1996",9
"CD000147_7",0.0247931230764277,0.206109304868223,"STD-Dorn-1985",4
"CD000147_8",0.0785135000531859,0.114033123055554,"STD-Pantoni-2000",6
"CD000147_9",0.64710747234407,0.943720415017576,"STD-Ban-1990",5
"CD000147_10",0.550263284869866,0.550263284869866,"STD-Morich-1996",6
"CD000147_12",0.233800628358801,0.612304481159913,"STD-Pantoni-2000",3
"CD000147_13",0.218372329679858,0.821872677069667,"STD-Morich-1996",3
"CD000147_15",0.175385326041962,0.731574865107918,"STD-Morich-1996",3
"CD000147_16",0.955548282586822,0.980629633215592,"STD-Morich-1996",5
"CD000147_17",0.449896520480186,0.974688872369494,"STD-Pantoni-2000",3
"CD000147_18",0.172777005317452,0.172777005317452,"STD-Morich-1996",3
"CD000147_19",0.0393322489738775,0.0821221555337875,"STD-Fischhof-1989",3
"CD000147_20",0.357619142317376,0.78162735120337,"STD-Fischhof-1989",11
"CD000147_21",0.0592079135499962,0.204537333298425,"STD-Branconnier-1988",12
"CD000147_23",2.36527161254998e-05,0.000107371344493319,"STD-Morich-1996",9
"CD000148_1",0.752506961755573,0.85832701204091,"STD-Herre-1976",3
"CD000155_1",0.100030164559239,0.213209881811931,"STD-Shawki-2002",41
"CD000155_2",0.120906926170661,0.230819526844685,"STD-Shawki-2002",38
"CD000160_1",0.0610550311366253,0.0742335008862216,"STD-AbuRahma-1996",13
"CD000160_2",0.0976053033515918,0.177347669688962,"STD-Lord-1989",6
"CD000160_3",0.154382274448791,0.197775125909103,"STD-Ranaboldo-1993",4
"CD000160_4",1.14256241652986e-06,1.74487704543724e-06,"STD-AbuRahma-1996",11
"CD000160_5",0.281818102765531,0.335907085501744,"STD-Myers-1994",10
"CD000160_6",0.010002098327782,0.0124995353576657,"STD-Myers-1994",12
"CD000160_7",0.000330249758533153,0.00059932630172404,"STD-AbuRahma-1996",14
"CD000160_9",0.750286196009881,0.780197091221095,"STD-Mannheim-2005",6
"CD000160_10",0.0369163558088162,0.164315409401429,"STD-Myers-1994",3
"CD000161_1",0.050072942225186,0.050072942225186,"STD-Thubisi-1993",5
"CD000162_1",0.338896793826103,0.360856058480658,"STD-Wong-1987",5
"CD000163_1",0.225674933658905,0.986156549129078,"STD-Weerawetwat--2004",8
"CD000163_2",0.0198864378555839,0.0236359668305915,"STD-Shahin-2009",17
"CD000163_6",0.529835523778191,0.921055934678862,"STD-Sood-2004",11
"CD000163_7",0.912825271108243,0.917635530329952,"STD-Hull-1991",5
"CD000164_3",0.176418087722648,0.450341827494624,"STD-Mexico-1998",11
"CD000164_5",0.295279229490981,0.328639812681858,"STD-Mexico-1998",6
"CD000164_7",0.230750777528595,0.738641399314059,"STD-Detroit-3-1996",4
"CD000164_10",0.663787761777809,0.772732197308304,"STD-Detroit-2-1990",3
"CD000164_11",0.0790664985397526,0.0862926523040967,"STD-Detroit-2-1990",31
"CD000164_12",0.574252169857231,0.972723391461971,"STD-Detroit-1-1986",8
"CD000164_16",0.440500901293758,0.590108726086993,"STD-Kaempf-1990",11
"CD000166_3",8.75003151363084e-14,8.75003151363084e-14,"STD-Hannah-2000",3
"CD000166_4",0.0284258964578097,0.0666930336256362,"STD-Gimovsky-1983",3
"CD000166_12",0.359344953524023,0.359344953524023,"STD-Hannah-2000",3
"CD000166_13",0.507103029665047,0.507103029665047,"STD-Hannah-2000",3
"CD000169_1",0.921857299449096,0.921857299449096,"STD-Njagi-2003i-KEN",12
"CD000169_2",0.884449213324696,0.884449213324696,"STD-Shulman-1999-KEN",12
"CD000169_3",0.824910141221146,0.901680976703551,"STD-Greenwood-1989-GMB",9
"CD000169_5",0.053711827442821,0.24262878645781,"STD-Parise-1998ii-KEN",16
"CD000169_6",0.142812259853938,0.478418440933789,"STD-Challis-2004-MOZ",5
"CD000169_7",0.509352213401389,0.916733971800837,"STD-Menendez-2008-MOZ",6
"CD000169_8",4.3394721452749e-22,9.37844039255977e-14,"STD-Cot-1992-BFA",13
"CD000169_9",0.375899745345682,0.418699841287117,"STD-Parise-1998i-KEN",3
"CD000169_10",2.82044274490725e-07,0.000185587197941875,"STD-Shulman-1999-KEN",12
"CD000169_11",0.753522118362137,0.960229141549132,"STD-Shulman-1999-KEN",5
"CD000169_12",7.18537294705811e-09,2.76508713078864e-07,"STD-Njagi-2003ii-KEN",15
"CD000169_13",7.57356980735736e-47,3.03509056568483e-24,"STD-Shulman-1999-KEN",13
"CD000169_16",6.8830363202254e-48,2.41685847736925e-27,"STD-Shulman-1999-KEN",20
"CD000169_18",0.0466746884281099,0.140737256105787,"STD-Parise-1998ii-KEN",12
"CD000169_19",0.926233030655374,0.980556036078301,"STD-Parise-1998ii-KEN",8
"CD000169_20",0.150830676362634,0.185494146036694,"STD-Njagi-2003ii-KEN",11
"CD000171_1",0.000256981279815511,0.00132960297034492,"STD-Whalen-1997",54
"CD000171_2",0.0588094701402133,0.139839455214935,"STD-Halsey-1998",31
"CD000171_3",0.0879387776250542,0.105587299222156,"STD-Rivero-2003",46
"CD000171_4",0.317314479452589,0.54982770376039,"STD-Pape-1993",6
"CD000171_5",0.049208472367733,0.127667022211423,"STD-Whalen-1997",28
"CD000174_1",0.136407130257222,0.270832174253471,"STD-Ment-1994b",17
"CD000174_2",0.0639151907232611,0.0639151907232611,"STD-TIPP-2001",6
"CD000174_3",0.0717189244621534,0.220369551758904,"STD-Ment-1985",14
"CD000174_4",0.00865576872112153,0.0169933131251795,"STD-Morales_x002d_Suarez-1994",14
"CD000174_6",0.0866093987216463,0.120366099320787,"STD-Ment-1994b",6
"CD000174_7",0.0994187445426642,0.161078157812574,"STD-Hanigan-1988",6
"CD000174_8",0.32604703463465,0.556665999077669,"STD-Couser-1996",9
"CD000174_9",0.0964076250831299,0.395768032712591,"STD-Ment-1994b",18
"CD000174_10",0.191266308211769,0.353992675595421,"STD-Couser-1996",4
"CD000174_11",0.00895456453602998,0.00952258541674017,"STD-Bandstra-1988",8
"CD000174_12",0.833547465082008,0.859031066676647,"STD-Couser-1996",3
"CD000174_13",0.692980026888335,0.9702922558937,"STD-TIPP-2001",11
"CD000174_16",0.813320630326306,0.813320630326306,"STD-TIPP-2001",4
"CD000174_17",0.648399218763217,0.940398634945734,"STD-Supapannachart-1999",5
"CD000174_20",0.634157652879006,0.865159048552238,"STD-Bandstra-1988",3
"CD000174_21",0.583153644819379,0.882248480402253,"STD-Couser-1996",11
"CD000174_22",0.691346135598368,0.880706735531848,"STD-Ment-1994b",4
"CD000174_23",0.269466978379701,0.391998380781232,"STD-Ment-1994b",7
"CD000174_25",0.00240561251832248,0.00240561251832248,"STD-Ment-1994b",7
"CD000174_27",7.97319988142175e-06,9.45310543168963e-05,"STD-Bandstra-1988",14
"CD000175_1",0.31404825652765,0.417655501692333,"STD-Kinsella-2000",4
"CD000175_3",0.0903134097787829,0.137561767177646,"STD-Kinsella-2000",4
"CD000177_1",0.522081910228016,0.522081910228016,"STD-Pokrupa-1986",4
"CD000180_6",0.696649368896894,0.696649368896894,"STD-Marquez-2000",3
"CD000184_1",0.000263693494082306,0.00156035039486816,"STD-Vani-2009",17
"CD000184_2",0.00441078433984199,0.0340580399456492,"STD-Vani-2009",11
"CD000184_3",0.000501203730849802,0.0192013575481327,"STD-Vani-2009",15
"CD000184_4",0.00828316099132299,0.0577263877743963,"STD-Impey-2005",24
"CD000184_5",3.9153012886527e-06,0.000243384740366618,"STD-Vani-2009",29
"CD000184_7",0.994524053871963,0.994524053871963,"STD-Bujold-2003b",4
"CD000184_8",0.000102676693763868,0.00181455968313207,"STD-Bujold-2003a",3
"CD000184_9",0.0123510771240831,0.0123510771240831,"STD-Weiniger-2007",5
"CD000188_1",0.283689158829593,0.283689158829593,"STD-Hentzer-1967",3
"CD000193_1",0.12695706769564,0.278679979045619,"STD-Cal_x00e8_s-2001",16
"CD000193_3",0.397404107740687,0.397404107740687,"STD-Sung-1995",7
"CD000193_4",1.40733838092297e-08,1.12615387436883e-05,"STD-Avgerinos-1997",17
"CD000193_5",2.62409630557131e-08,9.52941085343064e-06,"STD-Shiha-1996",13
"CD000194_4",0.898987547889361,0.898987547889361,"STD-Gainie-2004",8
"CD000195_4",0.020882714497328,0.172907559663629,"STD-Fiel-1983",3
"CD000195_7",0.166949487405681,0.166949487405681,"STD-Lee-1993a",3
"CD000196_3",0.87238988768054,0.889619366230179,"STD-CRASH-2005",5
"CD000196_4",0.421271525723942,0.847807511195556,"STD-CRASH-2005",10
"CD000197_6",0.3227047587238,0.3227047587238,"STD-Trondheim-1991",3
"CD000197_9",0.111477107194778,0.150416160042543,"STD-Nottingham-1996",3
"CD000198_1",0.0891657221979733,0.105872312265587,"STD-Bryce-1991",5
"CD000198_4",0.146838001840034,0.311009985597874,"STD-Oakley-1990",3
"CD000198_5",0.000273204176126387,0.000668749121035979,"STD-Spira-1986",9
"CD000198_6",0.257331030438232,0.279453876964137,"STD-Brooten-2001",11
"CD000198_7",0.259982238391772,0.705216937343245,"STD-Moore-1998",11
"CD000198_8",0.538073171695546,0.892229869820554,"STD-Spira-1986",10
"CD000200_1",0.100566003120091,0.259448922147063,"STD-Hattori-2004",17
"CD000200_2",0.0276163384063184,0.0514288612775884,"STD-Auer-1989",10
"CD000201_1",0.0148305507857617,0.0148305507857617,"STD-Yuen-1995",12
"CD000201_2",0.605914447281199,0.605914447281199,"STD-Yuen-1995",10
"CD000201_3",0.999816960537455,0.999816960537455,"STD-McDonald-1993",4
"CD000201_4",0.692286597133527,0.692286597133527,"STD-McDonald-1993",4
"CD000201_5",0.650360524296145,0.650360524296145,"STD-McDonald-1993",4
"CD000201_6",0.00323484476001406,0.00323484476001406,"STD-Yuen-1995",10
"CD000201_7",0.448931546999693,0.448931546999693,"STD-Yuen-1995",12
"CD000201_8",0.0121839240642752,0.107628721832016,"STD-McDonald-1993",8
"CD000201_9",0.0122206807886284,0.0336145570984692,"STD-McDonald-1993",8
"CD000201_10",0.00381928541327877,0.0232694938109959,"STD-McDonald-1993",6
"CD000201_11",0.00389645976167033,0.00797599672704374,"STD-McDonald-1993",6
"CD000201_12",0.000232345356968184,0.00106246511003299,"STD-McDonald-1993",8
"CD000201_13",0.784235268935859,0.784235268935859,"STD-Yuen-1995",6
"CD000203_1",0.165088513240474,0.238539107506771,"STD-Burner-1989",3
"CD000203_2",0.0478421934948555,0.529881419787562,"STD-Linnoila-1976",6
"CD000203_5",0.904730447351251,0.904730447351251,"STD-Fisk-1987",3
"CD000203_6",0.00558099614743543,0.029574485378686,"STD-Gerlach-1978",12
"CD000203_7",0.0276222205194487,0.131496501790919,"STD-Fisk-1987",4
"CD000203_8",0.640540779070249,0.640540779070249,"STD-Fisk-1987",4
"CD000205_1",0.700800498313413,0.990994838247488,"STD-Weber-1983",6
"CD000207_3",0.557480209654791,0.557480209654791,"STD-Lucius-1976",3
"CD000207_4",0.0288254011613836,0.570242109573548,"STD-de-Montigny-1979",4
"CD000207_6",0.253832818103992,0.539568606379488,"STD-Beckham-1981",3
"CD000207_11",0.0915712950363261,0.330987887977523,"STD-Jackson-1978",3
"CD000207_12",0.378272209908602,0.460771109698268,"STD-Jackson-1978",8
"CD000207_13",0.878578690801616,0.952271655602226,"STD-Kocher-1980",7
"CD000208_1",0.460264686496028,0.460264686496028,"STD-Emsley-2006",7
"CD000208_2",0.580361666846885,0.605026070863961,"STD-Mouret-1991",6
"CD000208_3",0.783262389271898,0.939209651079821,"STD-Wolkin-1986",7
"CD000208_5",0.876088179703268,0.876088179703268,"STD-Glazer-1985",3
"CD000209_1",0.10624716252167,0.247490712841529,"STD-Adler-1999",6
"CD000209_2",0.251950151151024,0.471426790525431,"STD-Adler-1993",6
"CD000209_5",0.379131945631183,0.447825044195232,"STD-Adler-1993",3
"CD000209_6",0.707886250593081,0.928942765152662,"STD-Lam-1994",6
"CD000209_8",0.999683503133312,0.999683503133312,"STD-Sajjad-1998",11
"CD000213_1",0.0094421298582784,0.025315200422581,"STD-MAST_x002d_E-1996",14
"CD000213_2",0.00879083010724801,0.0134721713015503,"STD-NINDS-1995",21
"CD000213_3",4.49924801378949e-05,6.88582072017813e-05,"STD-DIAS-2005",23
"CD000213_4",0.245043912341999,0.381756262440549,"STD-NINDS-1995",10
"CD000213_5",0.0554201879734846,0.0978852894868735,"STD-NINDS-1995",10
"CD000213_6",0.0419702219430112,0.107587957841141,"STD-MAST_x002d_I-1995",26
"CD000213_7",0.118410264367101,0.254409384457675,"STD-ASK-1996",27
"CD000213_8",0.00990185944737244,0.035053223718079,"STD-NINDS-1995",11
