REV_OUTCOME,p-value,r-value,excluded_study,num_of_studie,diff,p_sig,r_sig,sig_to_insig
CD009831_17,0.01096,0.13892000000000002,STD-Tobin-1980,20,0.12796,1,0,1
CD009831_2,0.0186,0.0186,STD-Engelhardt-1978,38,0.0,1,1,0
CD009831_3,0.00065,0.00413,STD-Mori-1989,77,0.0034799999999999996,1,1,0
CD009836_1,0.0,0.0,STD-ALTS-2003,61,0.0,1,1,0
CD009836_2,0.0,1e-05,STD-Flannelly-1994,4,1e-05,1,1,0
CD009836_3,0.0,0.00021,STD-Flannelly-1994,4,0.00021,1,1,0
CD009840_4,0.007859999999999999,0.02356,STD-Larsson-1990,12,0.0157,1,1,0
CD009848_1,0.00793,0.0133,STD-Campbell-1997,9,0.005370000000000001,1,1,0
CD009863_4,0.01944,0.04264,STD-Cadoni-2014,5,0.0232,1,1,0
CD009864_3,0.01621,0.0314,STD-Reitamo-2002a,5,0.01519,1,1,0
CD009864_4,0.04607,0.06302,STD-Reitamo-2002b,5,0.01695,1,0,1
CD009865_5,1e-05,5.9999999999999995e-05,STD-Bingham-2007-Study-2,4,5e-05,1,1,0
CD009868_3,0.00029,0.00044,STD-Kanyini-GAP-2014,13,0.00015,1,1,0
CD009868_4,0.00013000000000000002,0.00313,STD-Kanyini-GAP-2014,7,0.003,1,1,0
CD009868_5,0.00255,0.006409999999999999,STD-CRUCIAL-2011,8,0.00386,1,1,0
CD009868_6,0.01591,0.04233,STD-PILL-2011,8,0.02642,1,1,0
CD009868_7,0.0049,0.017269999999999997,STD-PILL-2011,13,0.01237,1,1,0
CD009880_2,0.0019100000000000002,0.05705,STD-Fort_x00fa_n-2001,6,0.055139999999999995,1,0,1
CD009885_1,0.0,0.0,STD-Tucker-2009,31,0.0,1,1,0
CD009885_7,0.0,0.0,STD-Tucker-2009,32,0.0,1,1,0
CD009885_4,0.0,0.0,STD-Greenhill-2002,65,0.0,1,1,0
CD009889_5,0.03947,0.10042000000000001,STD-Guder-2015,5,0.06095,1,0,1
CD009891_6,0.0,2e-05,STD-Hasankhani-2007,9,2e-05,1,1,0
CD009900_1,2.9999999999999997e-05,0.00268,STD-Temkin-1990,7,0.00265,1,1,0
CD009900_13,0.0,0.0022199999999999998,STD-Temkin-1990,4,0.0022199999999999998,1,1,0
CD009901_3,0.018369999999999997,0.43722,STD-Ambesh-2002,5,0.41885,1,0,1
CD009901_4,0.00331,0.0968,STD-Fernandez_x002d_Ortega-2005,9,0.09349,1,0,1
CD009906_4,0.00047999999999999996,0.00047999999999999996,STD-Sellden-1999,3,0.0,1,1,0
CD009908_7,0.0040100000000000005,0.57531,STD-Buggy-1994,4,0.5713,1,0,1
CD009910_3,0.03718,0.0701,STD-AIR-2,3,0.03292,1,0,1
CD009913_1,0.00302,0.00557,STD-Teo-1999,36,0.00255,1,1,0
CD009913_7,2.9999999999999997e-05,4e-05,STD-Teo-1999,57,1e-05,1,1,0
CD009919_4,0.0033200000000000005,0.0033200000000000005,STD-Tanaka-2002,3,0.0,1,1,0
CD009921_1,0.0,0.0,STD-Linkins-1994,18,0.0,1,1,0
CD009921_2,0.0,1e-05,STD-Mosen-2010,12,1e-05,1,1,0
CD009941_21,0.03751,0.24938000000000002,STD-Sundarathiti-2009,4,0.21186999999999998,1,0,1
CD009941_22,0.0,0.0,STD-Baranovic-2011,18,0.0,1,1,0
CD009941_23,0.0,0.0,STD-Baranovic-2011,9,0.0,1,1,0
CD009941_13,0.030289999999999997,0.67928,STD-Baranovic-2011,7,0.64899,1,0,1
CD009941_5,0.04969,0.42716000000000004,STD-Carli-2010,3,0.37746999999999997,1,0,1
CD009946_1,0.0,0.0,STD-Wu-2009,10,0.0,1,1,0
CD009946_2,0.0,0.0,STD-Wu-2009,8,0.0,1,1,0
CD009946_3,0.0,0.0,STD-Wu-2009,8,0.0,1,1,0
CD009946_4,0.0,0.38798,STD-Wu-2009,4,0.38798,1,0,1
CD009948_3,0.03005,0.03005,STD-Pirker-2009,3,0.0,1,1,0
CD009948_15,0.00415,0.0071200000000000005,STD-Lynch-2010,3,0.00297,1,1,0
CD009948_19,0.00011999999999999999,0.0035700000000000003,STD-Lynch-2010,4,0.00345,1,1,0
CD009948_38,0.018869999999999998,0.07291,STD-Pirker-2009,4,0.05404,1,0,1
CD009948_39,0.0,2e-05,STD-Pirker-2009,4,2e-05,1,1,0
CD009957_1,0.037689999999999994,0.11313,STD-Chan-2007,8,0.07544,1,0,1
CD009987_1,0.0,0.0,STD-McGuire-2012,10,0.0,1,1,0
CD009987_2,0.0,0.0,STD-McGuire-2012,21,0.0,1,1,0
CD009987_3,0.0,0.0,STD-McGuire-2012,22,0.0,1,1,0
CD009992_1,0.0,0.0,STD-Spiekermann-1976,14,0.0,1,1,0
CD009992_2,0.0,0.0,STD-Zaias-1993,15,0.0,1,1,0
CD009992_3,0.04795,0.8267200000000001,STD-van-Heerden-1997,9,0.77877,1,0,1
CD009992_4,0.0,1e-05,STD-Pariser-1995,13,1e-05,1,1,0
CD009992_5,0.0,0.0,STD-Zaias-1993,10,0.0,1,1,0
CD009993_2,0.029710000000000004,0.029710000000000004,STD-So-2010a,3,0.0,1,1,0
CD009993_3,0.0006,0.01849,STD-Schlesinger-2012b,7,0.01789,1,1,0
CD009993_4,0.00278,0.02715,STD-Schlesinger-2012a,8,0.02437,1,1,0
CD009996_2,0.03628,0.03628,STD-Biederman-2002,6,0.0,1,1,0
CD009996_4,0.0,0.0,STD-Wigal-2009a,27,0.0,1,1,0
CD009996_5,0.0,1e-05,STD-Coghill-2013,20,1e-05,1,1,0
CD009996_6,0.0,0.0,STD-Biederman-2002,19,0.0,1,1,0
CD009996_7,0.0,0.0,STD-Biederman-2002,20,0.0,1,1,0
CD009996_8,0.0,0.0,STD-Biederman-2002,10,0.0,1,1,0
CD009996_9,0.00987,0.00987,STD-Spencer-2006a,10,0.0,1,1,0
CD009997_5,0.02198,0.1166,STD-Casanueva-2006,11,0.09462000000000001,1,0,1
CD009997_20,0.00014,0.11395,STD-Liu-2003,13,0.11381,1,0,1
CD009997_21,0.0,0.00509,STD-Liu-2003,9,0.00509,1,1,0
CD009997_22,0.0,0.00484,STD-Liu-2003,10,0.00484,1,1,0
CD009997_24,0.0,0.00135,STD-Liu-2003,10,0.00135,1,1,0
CD009997_26,0.0,0.0,STD-Liu-2003,19,0.0,1,1,0
CD009997_27,0.0,0.00041,STD-Liu-2003,10,0.00041,1,1,0
CD009997_28,0.0,0.00041,STD-Liu-2003,10,0.00041,1,1,0
CD009997_29,0.0,0.0001,STD-Liu-2003,11,0.0001,1,1,0
CD009997_47,0.0,0.00041,STD-Liu-2003,10,0.00041,1,1,0
CD009997_52,0.0,0.0002,STD-Robinson-1999,9,0.0002,1,1,0
CD009997_55,0.00021,0.00283,STD-Casanueva-2006,12,0.00262,1,1,0
CD009997_56,0.0,8e-05,STD-Winichagoon-2003-_x0028_C_x0029_,4,8e-05,1,1,0
CD009997_58,0.0,0.0,STD-Robinson-1999,14,0.0,1,1,0
CD009997_61,0.00145,0.06612,STD-Robinson-1999,7,0.06467,1,0,1
CD009997_6,0.020880000000000003,0.31993,STD-Chew-2004b,5,0.29905,1,0,1
CD009997_43,0.00145,0.06612,STD-Robinson-1999,7,0.06467,1,0,1
CD009997_46,0.00033,0.03198,STD-Casanueva-2006,3,0.03165,1,1,0
CD009997_53,0.027360000000000002,0.34025,STD-Bhatla-2009,4,0.31289,1,0,1
CD009999_3,2.9999999999999997e-05,2.9999999999999997e-05,STD-Alexandrovich-2003,3,0.0,1,1,0
CD010031_1,0.0,0.0,STD-Elewski-1997,40,0.0,1,1,0
CD010031_2,0.0,0.0,STD-Sigurgeirsson-2013,43,0.0,1,1,0
CD010031_3,0.00528,0.016380000000000002,STD-Korting-1993,26,0.0111,1,1,0
CD010036_2,0.0023,0.0765,STD-Fu-2008,3,0.0742,1,0,1
CD010036_5,0.03486,0.28123000000000004,STD-Thome-2005,7,0.24636999999999998,1,0,1
CD010036_6,0.0016300000000000002,0.004070000000000001,STD-Fu-2008,6,0.00244,1,1,0
CD010056_3,0.0,0.0,STD-Wesselhoeft-1928,26,0.0,1,1,0
CD010056_4,0.00299,0.00404,STD-Wesselhoeft-1928,7,0.00105,1,1,0
CD010056_5,0.00249,0.006679999999999999,STD-Salomon-1923,5,0.00419,1,1,0
CD010056_1,0.03804,0.09102,STD-Morales-1930,4,0.05297999999999999,1,0,1
CD010057_1,0.0003,0.01941,STD-Cicerello-1994,4,0.01911,1,1,0
CD010057_2,0.0,0.0,STD-Ettinger-1997,7,0.0,1,1,0
CD010057_3,0.02684,0.053270000000000005,STD-Jimenez-Verdejo-2001,4,0.026430000000000002,1,0,1
CD010057_5,0.04477,0.12032000000000001,STD-Hofbauer-1994,5,0.07555,1,0,1
CD010078_1,0.00183,0.01006,STD-Pollak-2007,12,0.00823,1,1,0
CD010085_3,0.00391,0.09907,STD-Makrides-2010,10,0.09516000000000001,1,0,1
CD010085_9,0.00954,0.12127,STD-Makrides-2010,6,0.11173,1,0,1
CD010089_1,2.9999999999999997e-05,0.031180000000000003,STD-Belshe-2000,5,0.03115,1,1,0
CD010089_2,0.00267,0.12632000000000002,STD-Belshe-2000,8,0.12365,1,0,1
CD010089_3,0.00305,0.031180000000000003,STD-Belshe-2000,5,0.028130000000000002,1,1,0
CD010089_5,0.00091,0.031180000000000003,STD-Belshe-2000,5,0.03027,1,1,0
CD010089_8,0.0,0.0,STD-Tam-2007,15,0.0,1,1,0
CD010095_1,0.00054,0.00054,STD-Rooney-1991,9,0.0,1,1,0
CD010095_2,0.0017100000000000001,0.0052899999999999996,STD-Ho-1984,3,0.00358,1,1,0
CD010098_1,0.007540000000000001,0.00863,STD-Schreiner-2014,18,0.00109,1,1,0
CD010098_3,0.01523,0.022690000000000002,STD-Peters-2010,22,0.00746,1,1,0
CD010098_4,0.01235,0.02301,STD-Wang-2009,12,0.01066,1,1,0
CD010098_9,0.00307,0.00337,STD-Preyer-2007,7,0.0003,1,1,0
CD010111_2,0.035230000000000004,0.07232999999999999,STD-CSG-1992,5,0.0371,1,0,1
CD010111_3,0.026489999999999996,0.03663,STD-Low-1995,4,0.01014,1,1,0
CD010112_2,0.00502,0.00502,STD-Smithers-2008,10,0.0,1,1,0
CD010112_3,0.04292,0.04292,STD-Mihrshahi-2003,10,0.0,1,1,0
CD010112_5,0.0,0.0,STD-Lauritzen-2004,5,0.0,1,1,0
CD010112_6,0.0,0.0,STD-Furuhjelm-2009,5,0.0,1,1,0
CD010112_7,0.018019999999999998,0.040139999999999995,STD-Birch-2005,17,0.022119999999999997,1,1,0
CD010112_8,0.03386,0.0346,STD-Linnamaa-2010,22,0.000739999999999998,1,1,0
CD010112_10,0.01784,0.01784,STD-Birch-2005,10,0.0,1,1,0
CD010112_11,0.0,0.0,STD-Mihrshahi-2003,10,0.0,1,1,0
CD010112_12,0.00117,0.0020399999999999997,STD-Linnamaa-2010,37,0.0008699999999999999,1,1,0
CD010115_1,0.0,0.0,STD-Dransfield-2013,83,0.0,1,1,0
CD010115_3,0.0015300000000000001,0.00213,STD-Dransfield-2013,28,0.0006,1,1,0
CD010115_5,0.00042,0.00187,STD-Dransfield-2013,22,0.00145,1,1,0
CD010115_6,0.0,0.0,STD-Calverley-2003-TRISTAN,49,0.0,1,1,0
CD010120_5,0.00799,0.35022,STD-Man-2007,5,0.34223000000000003,1,0,1
CD010120_3,0.0,0.0,STD-Schumacher-2012,16,0.0,1,1,0
CD010125_4,0.00863,0.01556,STD-Brillanti-2000,97,0.0069299999999999995,1,1,0
CD010125_6,0.00065,0.0009699999999999999,STD-Berg-2003,57,0.00032,1,1,0
CD010125_7,0.010159999999999999,0.02062,STD-Brillanti-2000,64,0.010459999999999999,1,1,0
CD010130_2,0.0,0.00018999999999999998,STD-Little-2013a,17,0.00018999999999999998,1,1,0
CD010137_2,0.0,0.0,STD-ACCORD-Study-2007,9,0.0,1,1,0
CD010137_3,0.0,7e-05,STD-ACCORD-Study-2007,10,7e-05,1,1,0
CD010137_4,0.008870000000000001,0.01292,STD-STENO_x002d_2-Study-1999,3,0.00405,1,1,0
CD010137_5,0.005370000000000001,0.36491,STD-VADT-Study-2003,10,0.35954,1,0,1
CD010137_6,0.02408,0.7271,STD-ACCORD-Study-2007,15,0.70302,1,0,1
CD010137_7,0.0203,0.0203,STD-ACCORD-Study-2007,9,0.0,1,1,0
CD010137_11,0.00098,0.83406,STD-ACCORD-Study-2007,10,0.8330799999999999,1,0,1
CD010139_12,0.0195,0.03893,STD-Dahl-2010,13,0.019430000000000003,1,1,0
CD010167_2,0.00049,0.00374,STD-Antinori-2008,9,0.00325,1,1,0
CD010172_1,0.00011,0.00605,STD-Maggiore-2014,18,0.00594,1,1,0
CD010177_2,0.0,0.0,STD-Szafranski-2003,28,0.0,1,1,0
CD010177_8,0.0116,0.01176,STD-Rossi-2002,12,0.00016,1,1,0
CD010177_10,0.00041,0.00056,STD-Nelson-2007,41,0.00015,1,1,0
CD010180_3,0.00128,0.06509,STD-Tan-2006,4,0.06381,1,0,1
CD010180_4,0.00128,0.06509,STD-Tan-2006,4,0.06381,1,0,1
CD010180_5,0.02478,0.06509,STD-Tan-2006,4,0.040310000000000006,1,0,1
CD010180_6,4e-05,0.35206,STD-El-Amin-2010,3,0.35202,1,0,1
CD010180_7,4e-05,0.35206,STD-El-Amin-2010,3,0.35202,1,0,1
CD010180_8,0.02052,0.12703,STD-Lo-2001,4,0.10651,1,0,1
CD010180_9,0.00119,0.35206,STD-El-Amin-2010,3,0.35086999999999996,1,0,1
CD010180_10,0.02052,0.12703,STD-Lo-2001,4,0.10651,1,0,1
CD010180_11,0.01822,0.12703,STD-Lo-2001,4,0.10880999999999999,1,0,1
CD010180_20,0.00128,0.06509,STD-Tan-2006,4,0.06381,1,0,1
CD010204_10,0.0022,0.19482,STD-Coffey-submitted,5,0.19262,1,0,1
CD010210_1,0.00248,0.013869999999999999,STD-Daniels-2011,8,0.01139,1,1,0
CD010210_2,0.00309,0.01295,STD-Mehlisch-2010b,6,0.009859999999999999,1,1,0
CD010210_3,0.03515,0.04045,STD-Mehlisch-2010b,8,0.0053,1,1,0
CD010225_6,0.0,0.00137,STD-Jabre-2009,5,0.00137,1,1,0
CD010226_1,0.0,1e-05,STD-Bishop-1964,8,1e-05,1,1,0
CD010226_2,0.0001,0.0005,STD-Bishop-1964,5,0.0004,1,1,0
CD010226_3,0.01959,0.01959,STD-Marjerrison-1964,3,0.0,1,1,0
CD010226_4,0.011940000000000001,0.08114,STD-Bishop-1964,5,0.0692,1,0,1
CD010226_5,0.03306,0.16577,STD-Gwynne-1962,46,0.13271,1,0,1
CD010226_7,5e-05,0.00018,STD-Prien-1969_x002a_,3,0.00013000000000000002,1,1,0
CD010226_9,0.03065,0.03065,STD-Prien-1969_x002a_,3,0.0,1,1,0
CD010226_16,8e-05,0.07937999999999999,STD-Prien-1969_x002a_,10,0.0793,1,0,1
CD010226_18,0.0,0.46718999999999994,STD-Prien-1969_x002a_,3,0.46718999999999994,1,0,1
CD010237_1,0.0018100000000000002,0.01633,STD-Wu-2010,6,0.014519999999999998,1,1,0
CD010237_2,0.00042,0.00065,STD-Huang-2010,11,0.00022999999999999998,1,1,0
CD010237_3,0.00718,0.16146,STD-Yang-2009a,4,0.15428,1,0,1
CD010237_4,0.0,0.0,STD-Wang-2010,11,0.0,1,1,0
CD010237_6,0.00687,0.00687,STD-Zhang-2009a,5,0.0,1,1,0
CD010237_7,0.02307,0.02307,STD-Zhou-2007b,7,0.0,1,1,0
CD010241_2,0.016390000000000002,0.0544,STD-Donnez-1997,11,0.03801,1,0,1
CD010241_12,0.020659999999999998,0.03967,STD-Sowter-1997,27,0.01901,1,1,0
CD010241_11,0.03567,0.03567,STD-Rai-2000,13,0.0,1,1,0
CD010241_6,0.00215,0.0029,STD-Donnez-1997,16,0.00075,1,1,0
CD010245_2,0.04778,0.17343,STD-Zufferey-2010,3,0.12565,1,0,1
CD010249_11,0.04815,0.059039999999999995,STD-Ramanathan-2004,29,0.01089,1,0,1
CD010252_3,0.0,5e-05,STD-Boillot-2005,6,5e-05,1,1,0
CD010252_4,0.0,0.0,STD-Boillot-2005,22,0.0,1,1,0
CD010252_6,0.00014,0.0005,STD-De-Simone-2007,15,0.00036,1,1,0
CD010252_7,0.042710000000000005,0.042710000000000005,STD-Neumann-2012,33,0.0,1,1,0
CD010252_8,0.00037999999999999997,0.00037999999999999997,STD-Neumann-2012,37,0.0,1,1,0
CD010252_9,0.0098,0.019809999999999998,STD-Kato-2007,12,0.01001,1,1,0
CD010252_13,0.0,0.0,STD-Boillot-2005,17,0.0,1,1,0
CD010252_14,0.00023999999999999998,0.00155,STD-Klintmalm-2011,15,0.00131,1,1,0
CD010252_15,0.0061200000000000004,0.06018,STD-Klintmalm-2011,7,0.054060000000000004,1,0,1
CD010253_5,0.0060799999999999995,0.01867,STD-Reding-1996,57,0.01259,1,1,0
CD010253_6,0.0,0.0,STD-Neuberger-2009,75,0.0,1,1,0
CD010253_7,1e-05,1e-05,STD-Langrehr-1997,21,0.0,1,1,0
CD010253_8,0.00065,0.0009199999999999999,STD-Farges-1994,50,0.00027,1,1,0
CD010253_9,0.0007700000000000001,0.00235,STD-Reding-1996,48,0.00158,1,1,0
CD010256_19,0.0038200000000000005,0.02342,STD-Singhi-2011,28,0.0196,1,1,0
CD010257_1,0.01296,0.01948,STD-Pines-1968,12,0.006520000000000001,1,1,0
CD010257_3,0.03258,0.06932,STD-Llor-2012,14,0.036739999999999995,1,0,1
CD010258_1,0.00112,0.0068200000000000005,STD-Afridi-2010,6,0.0057,1,1,0
CD010259_6,0.00015,0.00028,STD-Ajao-1977,12,0.00013000000000000002,1,1,0
CD010269_6,0.00013000000000000002,0.18435,STD-Riker-2009,7,0.18422,1,0,1
CD010269_7,0.00122,0.17877,STD-Riker-2009,7,0.17755,1,0,1
CD010269_8,0.0,0.0002,STD-Riker-2009,6,0.0002,1,1,0
CD010269_9,0.0,0.0002,STD-Riker-2009,6,0.0002,1,1,0
CD010269_10,0.0,0.00022999999999999998,STD-Riker-2009,6,0.00022999999999999998,1,1,0
CD010274_1,2e-05,5.9999999999999995e-05,STD-Winhusen-2014,87,4e-05,1,1,0
CD010274_2,0.014190000000000001,0.05637999999999999,STD-Hughes-2003,11,0.04219,1,0,1
CD010274_3,0.004520000000000001,0.0379,STD-Winhusen-2014,12,0.03338,1,1,0
CD010280_8,0.0006799999999999999,0.00504,STD-Kiehl-2002,3,0.00436,1,1,0
CD010287_1,0.0018899999999999998,0.010020000000000001,STD-Roy-2012,13,0.00813,1,1,0
CD010287_2,0.0133,0.018019999999999998,STD-Roy-2012,14,0.00472,1,1,0
CD010287_5,0.0202,0.02171,STD-Nazik-2012,8,0.00151,1,1,0
CD010287_6,0.00022999999999999998,0.00635,STD-Roy-2012,13,0.0061200000000000004,1,1,0
CD010287_9,0.00932,0.02305,STD-Roy-2012,10,0.013730000000000001,1,1,0
CD010287_11,0.02001,0.05002,STD-Roy-2012,14,0.030010000000000002,1,0,1
CD010287_12,0.020569999999999998,0.0448,STD-Roy-2012,8,0.02423,1,1,0
CD010287_13,0.00297,0.00717,STD-Legro-2014,15,0.0042,1,1,0
CD010289_1,0.04585,0.047639999999999995,STD-Litkowski-2005,7,0.00179,1,1,0
CD010289_2,0.02978,0.029830000000000002,STD-van-Dyke-2004,7,4.9999999999998e-05,1,1,0
CD010290_3,0.04534,0.14425,STD-Taketani-2010,10,0.09891,1,0,1
CD010292_2,0.0,0.0,STD-Clauw-2008,10,0.0,1,1,0
CD010292_13,0.0,0.0,STD-Arnold-2010b,10,0.0,1,1,0
CD010292_14,0.0,0.0,STD-Arnold-2010b,10,0.0,1,1,0
CD010294_6,0.006809999999999999,0.12377,STD-ALADIN-Study-2013,6,0.11696,1,0,1
CD010294_7,0.0,0.0,STD-Walz-2010,15,0.0,1,1,0
CD010294_18,0.01685,0.01685,STD-TEMPO-3_x002d_4-Study-2011,5,0.0,1,1,0
CD010294_11,0.0,0.04199,STD-TEMPO-3_x002d_4-Study-2011,9,0.04199,1,1,0
CD010305_1,0.00747,0.013940000000000001,STD-Brissette-2006a,6,0.00647,1,1,0
CD010312_1,0.015580000000000002,0.06154,STD-van-Beekhuizen-2006,12,0.04596,1,0,1
CD010316_6,0.03273,0.27971999999999997,STD-PREMIER-2003,3,0.24699000000000002,1,0,1
CD010328_1,0.04974,0.08819,STD-Ruetten-2008,9,0.03845,1,0,1
CD010328_6,0.01966,0.08846,STD-Teli-2010,9,0.0688,1,0,1
CD010347_1,0.01599,0.23521999999999998,STD-Laviolette-1999,7,0.21923,1,0,1
CD010347_4,0.01617,0.05892000000000001,STD-Laviolette-1999,10,0.04275,1,0,1
CD010356_1,0.010190000000000001,0.02281,STD-Dronkers-2008,6,0.012620000000000001,1,1,0
CD010356_2,0.032,0.06942000000000001,STD-Dronkers-2008,4,0.03742,1,0,1
CD010356_3,0.014740000000000001,0.1327,STD-Hulzebos-2006b,4,0.11796,1,0,1
CD010356_5,0.00908,0.13495,STD-Dronkers-2008,3,0.12587,1,0,1
CD010356_10,0.0067,0.08023,STD-Dronkers-2008,6,0.07353,1,0,1
CD010356_11,0.00427,0.057420000000000006,STD-Hulzebos-2006b,10,0.05315,1,0,1
CD010356_12,0.00851,0.07052,STD-Hulzebos-2006b,10,0.06201,1,0,1
CD010356_13,0.00851,0.07052,STD-Hulzebos-2006b,10,0.06201,1,0,1
CD010365_5,0.02635,0.06774,STD-Kotaluoto-2012,12,0.041389999999999996,1,0,1
CD010367_1,0.0,0.0,STD-Timsit-2009,22,0.0,1,1,0
CD010367_3,0.0,0.0001,STD-Timsit-2009,11,0.0001,1,1,0
CD010370_2,0.00257,0.00257,STD-Barczynski-2010,3,0.0,1,1,0
CD010370_4,2e-05,0.11057,STD-Barczynski-2010,4,0.11055,1,0,1
CD010370_8,4e-05,0.02795,STD-Barczynski-2010,4,0.02791,1,1,0
CD010383_3,2.9999999999999997e-05,0.00013000000000000002,STD-LUX_x002d_Lung-6,15,0.0001,1,1,0
CD010388_9,0.00321,0.00321,STD-_x00d8_ster_x00e5_s-2014,3,0.0,1,1,0
CD010389_2,0.010329999999999999,0.32339,STD-Beutner-1998a,8,0.31306,1,0,1
CD010389_6,0.0,0.00016999999999999999,STD-Beutner-1998,5,0.00016999999999999999,1,1,0
CD010392_2,0.027889999999999998,0.027889999999999998,STD-Grandes-2011,4,0.0,1,1,0
CD010407_3,0.008620000000000001,0.013430000000000001,STD-Simon-2007,10,0.00481,1,1,0
CD010407_1,0.02702,0.03366,STD-Buster-2008,9,0.006640000000000001,1,1,0
CD010407_2,0.0,5e-05,STD-De-Vrijer-2000,14,5e-05,1,1,0
CD010411_6,0.0002,0.0002,STD-OXCHECK-1995,5,0.0,1,1,0
CD010411_15,0.02079,0.02737,STD-BFHS-Women,4,0.00658,1,1,0
CD010432_26,0.012209999999999999,0.01747,STD-Berman-1991,22,0.00526,1,1,0
CD010432_28,0.029539999999999997,0.06189,STD-Vogler-1992,20,0.03235,1,0,1
CD010432_29,0.02307,0.06189,STD-Vogler-1992,20,0.03882,1,0,1
CD010432_31,0.024990000000000002,0.04523,STD-Berman-1991,18,0.02024,1,1,0
CD010432_39,0.01553,0.14261,STD-Reiffers-1996,6,0.12708,1,0,1
CD010432_85,0.00913,0.34502,STD-R_x00e9_cher-2014,5,0.33589,1,0,1
CD010432_11,0.022969999999999997,0.35979,STD-Mandelli-2009,5,0.33682,1,0,1
CD010432_14,0.022969999999999997,0.35979,STD-Mandelli-2009,5,0.33682,1,0,1
CD010441_2,0.00223,0.07409,STD-O_x0027_Leary-1965,9,0.07186000000000001,1,0,1
CD010443_2,0.00134,0.0017800000000000001,STD-Asbee-2009,35,0.00044,1,1,0
CD010443_5,0.042539999999999994,0.061079999999999995,STD-Dodd-2014,20,0.01854,1,0,1
CD010446_1,2e-05,4e-05,STD-Zhao-2011,5,2e-05,1,1,0
CD010446_2,0.0,0.0,STD-Shen-2007,7,0.0,1,1,0
CD010450_2,0.00525,0.00584,STD-Bjune-1996,8,0.000589999999999999,1,1,0
CD010455_2,0.0,0.0,STD-Smolen-2013-_x0028_PRESERVE_x0029_,8,0.0,1,1,0
CD010458_1,0.00147,0.00256,STD-Llanos_x002d_Cuentas-2014,10,0.00109,1,1,0
CD010458_2,0.009059999999999999,0.02851,STD-Llanos_x002d_Cuentas-2014,7,0.01945,1,1,0
CD010463_4,0.0463,0.23999,STD-Quoix-2011b,14,0.19369,1,0,1
CD010463_5,0.01797,0.01797,STD-Quoix-2011b,19,0.0,1,1,0
CD010463_11,0.00722,0.01495,STD-Georgoulias-2004,8,0.00773,1,1,0
CD010463_15,0.0,0.0,STD-Gridelli-2003,38,0.0,1,1,0
CD010463_1,0.0,1e-05,STD-Quoix-2011b,76,1e-05,1,1,0
CD010472_8,0.0,0.0,STD-Huang-2007,34,0.0,1,1,0
CD010481_1,0.0,0.0,STD-Walsh-1999,22,0.0,1,1,0
CD010481_2,0.0,0.0,STD-Walsh-1999,37,0.0,1,1,0
CD010481_4,2e-05,0.00116,STD-Leenders-1998,5,0.00114,1,1,0
CD010481_5,0.0,0.0,STD-Walsh-1999,90,0.0,1,1,0
CD010481_6,0.0,0.0,STD-Walsh-1999,8,0.0,1,1,0
CD010509_13,4e-05,0.00011,STD-ACCLAIM_x002f_COPD-II,17,7e-05,1,1,0
CD010516_3,0.04687,0.12165999999999999,STD-Wittpenn-2008,5,0.07479,1,0,1
CD010516_2,0.0,1e-05,STD-Asano-2008,4,1e-05,1,1,0
CD010526_1,0.00112,0.032510000000000004,STD-Akpata-2001,4,0.031389999999999994,1,1,0
CD010529_3,0.03293,0.50554,STD-Sartori-2004,68,0.47261000000000003,1,0,1
CD010534_5,0.0164,0.6732600000000001,STD-Cicchetti-2006b,7,0.65686,1,0,1
CD010541_1,0.0018800000000000002,0.00279,STD-Kim-2010a,44,0.00091,1,1,0
CD010541_2,0.00213,0.00487,STD-Cossu-2008,19,0.00274,1,1,0
CD010541_3,0.02333,0.15097,STD-Holmes-2000,18,0.12764,1,0,1
CD010541_4,2.9999999999999997e-05,9e-05,STD-Rossi-1994,40,5.9999999999999995e-05,1,1,0
CD010541_5,0.0,1e-05,STD-Rossi-1994,38,1e-05,1,1,0
CD010541_6,0.00678,0.09255,STD-Seymour-2012,37,0.08577,1,0,1
CD010541_11,0.0,1e-05,STD-Hemb-2010,47,1e-05,1,1,0
CD010541_12,0.01102,0.01491,STD-Lei-2008,23,0.00389,1,1,0
CD010541_17,0.0,0.0,STD-Cossu-2008,41,0.0,1,1,0
CD010550_3,0.01087,0.90661,STD-Ingerslev-2001,4,0.89574,1,0,1
CD010550_4,0.04125,0.90661,STD-Ingerslev-2001,4,0.86536,1,0,1
CD010562_8,0.0038799999999999998,0.0082,STD-Seo-2012,14,0.00432,1,1,0
CD010568_2,0.0,0.0020800000000000003,STD-Guo-2013,6,0.0020800000000000003,1,1,0
CD010571_1,0.0,0.0,STD-Yoo-2013,34,0.0,1,1,0
CD010571_2,0.013369999999999998,0.013369999999999998,STD-Yoo-2013,29,0.0,1,1,0
CD010576_2,0.0327,0.0743,STD-Witte-2000,8,0.0416,1,0,1
CD010590_1,0.0,0.00061,STD-TREAT-Study-2005,19,0.00061,1,1,0
CD010590_9,0.00091,0.93296,STD-TREAT-Study-2005,12,0.93205,1,0,1
CD010590_10,0.00027,0.007509999999999999,STD-Nissenson-1995,24,0.007240000000000001,1,1,0
CD010596_12,0.03489,0.07545,STD-Barrett-2012,3,0.04056,1,0,1
CD010605_1,0.0035,0.00572,STD-Lu-2008,17,0.0022199999999999998,1,1,0
