REV_OUTCOME,p-value,r-value,excluded_study,num_of_studie,diff,p_sig,r_sig,sig_to_insig
CD010605_15,0.02191,0.028939999999999997,STD-Olah-2007,13,0.00703,1,1,0
CD010607_6,0.036430000000000004,0.10338,STD-Mao-2010,13,0.06695,1,0,1
CD010609_5,0.0026899999999999997,0.02536,STD-RR-995_x002d_00085,3,0.02267,1,1,0
CD010610_2,0.0,0.0,STD-Silberstein-2004,11,0.0,1,1,0
CD010610_3,0.0,0.0,STD-Silberstein-2004,30,0.0,1,1,0
CD010610_4,0.0,0.0,STD-Silberstein-2004,13,0.0,1,1,0
CD010610_5,0.0,0.0,STD-Diener-2004,13,0.0,1,1,0
CD010610_6,2.9999999999999997e-05,5.9999999999999995e-05,STD-Brandes-2004,11,2.9999999999999997e-05,1,1,0
CD010610_7,0.0,0.0,STD-Brandes-2004,10,0.0,1,1,0
CD010610_8,0.01567,0.02696,STD-Diener-2004,11,0.011290000000000001,1,1,0
CD010610_9,0.0,0.0,STD-Diener-2004,13,0.0,1,1,0
CD010610_10,0.0,0.0,STD-Silberstein-2004,11,0.0,1,1,0
CD010611_1,5.9999999999999995e-05,0.0038799999999999998,STD-Mathew-1995,7,0.0038200000000000005,1,1,0
CD010611_2,4e-05,0.00011999999999999999,STD-Kaniecki-1997,8,8e-05,1,1,0
CD010611_4,0.00542,0.00542,STD-Mathew-1995,4,0.0,1,1,0
CD010613_1,0.038,0.28326999999999997,STD-Ronco-2000a,10,0.24527,1,0,1
CD010613_2,0.039580000000000004,0.26792,STD-Ronco-2000a,16,0.22834000000000002,1,0,1
CD010613_7,0.00056,0.14252,STD-RENAL-Study-2006,9,0.14196,1,0,1
CD010628_2,0.0,0.0,STD-Kroenke-2006,12,0.0,1,1,0
CD010628_1,0.0,0.0,STD-Volz-2002,5,0.0,1,1,0
CD010631_3,0.0,0.0,STD-vs-OLZ-_x002d_-Wang-2008,14,0.0,1,1,0
CD010631_9,0.0,0.0,STD-vs-RPD-_x002d_-Wu-2004,25,0.0,1,1,0
CD010631_10,0.0,0.0,STD-vs-OLZ-_x002d_-Wu-2008,29,0.0,1,1,0
CD010631_11,0.0,0.0,STD-vs-QTP-_x002d_-Tian-2006,64,0.0,1,1,0
CD010631_12,0.0,0.0,STD-vs-QTP-_x002d_-Cai-2006,46,0.0,1,1,0
CD010631_13,0.0,0.0,STD-vs-QTP-_x002d_-Cai-2006,59,0.0,1,1,0
CD010631_14,0.0,0.0,STD-vs-QTP-_x002d_-Jiang-2006,61,0.0,1,1,0
CD010631_15,0.0,0.00938,STD-vs-QTP-_x002d_-Jiang-2006,4,0.00938,1,1,0
CD010631_19,0.0,0.0,STD-vs-RPD-_x002d_-Wu-2004,4,0.0,1,1,0
CD010631_24,0.0,4e-05,STD-vs-OLZ-_x002d_-Wang-2008,9,4e-05,1,1,0
CD010631_8,0.00448,0.01266,STD-vs-QTP-_x002d_-Cai-2006,5,0.00818,1,1,0
CD010631_16,0.0,0.0,STD-vs-QTP-_x002d_-Jiang-2006,66,0.0,1,1,0
CD010631_18,0.00417,0.00417,STD-vs-QTP-_x002d_-Zou-2006,16,0.0,1,1,0
CD010631_20,1e-05,0.00037999999999999997,STD-vs-QTP-_x002d_-Cai-2006,4,0.00037,1,1,0
CD010631_22,0.04763,0.1791,STD-vs-QTP-_x002d_-NCT00882518,27,0.13147,1,0,1
CD010631_23,0.01172,0.9853700000000001,STD-vs-RPD-_x002d_-Ma-2004,3,0.97365,1,0,1
CD010631_26,0.0,0.0,STD-vs-RPD-_x002d_-Wu-2004,22,0.0,1,1,0
CD010631_29,0.0,0.0,STD-vs-OLZ-_x002d_-He-2003,35,0.0,1,1,0
CD010640_2,0.01643,0.07618,STD-Pieracci-2009,19,0.05975,1,0,1
CD010651_3,0.03184,0.36271,STD-Karaman-2004,4,0.33087,1,0,1
CD010652_3,0.027410000000000004,0.040080000000000005,STD-Imazio-2011,4,0.01267,1,1,0
CD010660_12,0.028439999999999997,0.1228,STD-Dombrowski-2004,7,0.09436,1,0,1
CD010671_3,0.0,0.00031,STD-Sherman-2011,9,0.00031,1,1,0
CD010671_6,0.00112,0.018080000000000002,STD-Tilbrook-2011,6,0.01696,1,1,0
CD010675_4,0.00143,0.24868,STD-Lim-2012,3,0.24725,1,0,1
CD010692_2,0.01807,0.05977999999999999,STD-Hanna-2008,5,0.041710000000000004,1,0,1
CD010692_3,0.02755,0.059070000000000004,STD-Watson-2003,4,0.03152,1,0,1
CD010692_4,0.04845,0.08878,STD-Gimbel-2003,5,0.04033,1,0,1
CD010692_6,0.00027,0.00042,STD-Hanna-2008,12,0.00015,1,1,0
CD010694_1,0.00434,0.09397,STD-Coccheri-2002,3,0.08963,1,0,1
CD010696_1,4e-05,4e-05,STD-Otto-2008,12,0.0,1,1,0
CD010696_2,0.0,1e-05,STD-Mira-2003,11,1e-05,1,1,0
CD010698_4,0.00109,0.33544,STD-Campbell-2016,3,0.33435,1,0,1
CD010698_7,0.00109,0.33544,STD-Campbell-2016,3,0.33435,1,0,1
CD010699_7,0.00156,0.12714,STD-BENEFIT-Study-2008,15,0.12558,1,0,1
CD010709_1,1e-05,0.00011,STD-Tessitore-2004a,33,0.0001,1,1,0
CD010709_2,0.00939,0.018930000000000002,STD-Tessitore-2004a,18,0.00954,1,1,0
CD010709_3,0.00098,0.018930000000000002,STD-Tessitore-2004a,18,0.01795,1,1,0
CD010709_4,0.00939,0.018930000000000002,STD-Tessitore-2004a,18,0.00954,1,1,0
CD010709_5,0.0014,0.00519,STD-Tessitore-2004a,7,0.00379,1,1,0
CD010709_12,0.03623,0.12332,STD-Malik-2005,29,0.08709,1,0,1
CD010720_1,0.0,2e-05,STD-Diggle-2000a,6,2e-05,1,1,0
CD010744_2,0.00262,0.00345,STD-Tashkin-2011,8,0.0008300000000000001,1,1,0
CD010744_3,0.00914,0.01059,STD-Tashkin-2011,5,0.00145,1,1,0
CD010744_6,0.008620000000000001,0.01048,STD-Tashkin-2011,5,0.00186,1,1,0
CD010746_4,0.0,0.00033,STD-Barnebey-1993,6,0.00033,1,1,0
CD010746_5,0.0,2e-05,STD-David-1993,5,2e-05,1,1,0
CD010746_1,0.0,0.0,STD-David-1993,9,0.0,1,1,0
CD010770_4,0.0,0.0,STD-Donnez-2012a,8,0.0,1,1,0
CD010770_6,0.00026000000000000003,0.00026000000000000003,STD-Donnez-2012,5,0.0,1,1,0
CD010777_1,0.046939999999999996,0.14115999999999998,STD-Zarbock-2015,31,0.09422,1,0,1
CD010782_2,0.0,0.0,STD-Ohta-2012,13,0.0,1,1,0
CD010782_5,0.0,0.0,STD-Ohta-2012,15,0.0,1,1,0
CD010782_7,0.0,0.0,STD-Mease-2008,16,0.0,1,1,0
CD010782_9,0.0,0.0,STD-Ohta-2012,13,0.0,1,1,0
CD010782_13,0.0,0.0,STD-Ohta-2012,13,0.0,1,1,0
CD010807_1,0.0,0.0,STD-Kang-1992,58,0.0,1,1,0
CD010807_2,4e-05,0.00055,STD-Fox-1996,18,0.0005099999999999999,1,1,0
CD010807_3,0.00244,0.00968,STD-Kleyweg-1995,3,0.007240000000000001,1,1,0
CD010807_4,0.0,0.0,STD-Kang-1992,43,0.0,1,1,0
CD010807_5,0.0,0.0,STD-Kang-1992,27,0.0,1,1,0
CD010807_6,0.0,0.0,STD-Shah-2010,46,0.0,1,1,0
CD010807_7,0.0,0.0,STD-Shah-2010,21,0.0,1,1,0
CD010807_8,0.0,0.0,STD-Shah-2010,36,0.0,1,1,0
CD010807_11,0.01017,0.01017,STD-Muller-1994,15,0.0,1,1,0
CD010814_1,0.00395,0.00511,STD-Campanelli-2012,19,0.00116,1,1,0
CD010814_6,0.03215,0.03468,STD-Moreno_x002d_Egea-2014,9,0.00253,1,1,0
CD010816_3,0.049010000000000005,0.10199,STD-APEX-Study,8,0.05297999999999999,1,0,1
CD010816_4,0.011009999999999999,0.10027,STD-HOVON_x002d_65_x002f_GMMG_x002d_HD4-Study,8,0.08926,1,0,1
CD010816_5,0.0018800000000000002,0.00359,STD-GIMEMA_x002d_MMY_x002d_3006-Study,10,0.0017100000000000001,1,1,0
CD010816_8,0.02362,0.03992,STD-HOVON_x002d_65_x002f_GMMG_x002d_HD4-Study,5,0.0163,1,1,0
CD010816_9,0.024480000000000002,0.13514,STD-VISTA-Study,5,0.11066,1,0,1
CD010816_10,1e-05,1e-05,STD-GEM05MENOS65-Study,31,0.0,1,1,0
CD010816_11,2e-05,4e-05,STD-GEM05MENOS65-Study,31,2e-05,1,1,0
CD010816_13,0.01763,0.02476,STD-APEX-Study,8,0.00713,1,1,0
CD010816_16,0.02024,0.0346,STD-APEX-Study,8,0.01436,1,1,0
CD010823_1,0.00116,0.00158,STD-Group-_x002d_-Dai-2007,12,0.00042,1,1,0
CD010828_1,0.00091,0.00366,STD-Sheehan-1993,7,0.00275,1,1,0
CD010834_7,0.048369999999999996,0.048369999999999996,STD-Ortega-2014,3,0.0,1,1,0
CD010861_22,0.00949,0.03047,STD-Bhandal-2006,4,0.020980000000000002,1,1,0
CD010861_8,0.02636,0.23035999999999998,STD-Westad-2008,3,0.204,1,0,1
CD010893_1,0.006,0.04093,STD-Goldstein-1974,4,0.03493,1,1,0
CD010910_3,0.0,0.11331,STD-Nielsen-1996,3,0.11331,1,0,1
CD010927_8,0.026369999999999998,0.04027,STD-Valecha-2010-AS,49,0.0139,1,1,0
CD010927_9,0.00206,0.00364,STD-Grande-2007-PER,57,0.00158,1,1,0
CD010927_12,0.01701,0.07322999999999999,STD-Ashley-2005-THA,20,0.056220000000000006,1,0,1
CD010941_19,0.045739999999999996,0.0685,STD-Durand-2002,3,0.02276,1,0,1
CD010941_13,0.01999,0.49927,STD-Malloy-2005,5,0.47928000000000004,1,0,1
CD010943_2,0.00589,0.12329000000000001,STD-NCT00160511,5,0.1174,1,0,1
CD010943_3,0.02622,0.0465,STD-Finnerup-2009,6,0.02028,1,1,0
CD010943_4,0.0021100000000000003,0.00405,STD-Falah-2012,5,0.0019399999999999999,1,1,0
CD010952_7,5e-05,0.01941,STD-Dougados-1999,14,0.01936,1,1,0
CD010952_12,0.04154,0.18875999999999998,STD-Dougados-2001,10,0.14722000000000002,1,0,1
CD010952_14,0.00415,0.03211,STD-Dougados-1999,34,0.027960000000000002,1,1,0
CD010952_10,0.0,4e-05,STD-Barkhuizen-2006,10,4e-05,1,1,0
CD010956_6,0.01028,0.014159999999999999,STD-THRIVE-I,13,0.0038799999999999998,1,1,0
CD010960_7,0.013040000000000001,0.013040000000000001,STD-Pforringer-1994,7,0.0,1,1,0
CD010971_1,0.0,0.0,STD-Gro_x03b2_-2013,8,0.0,1,1,0
CD010971_2,0.0046700000000000005,0.15357,STD-Sanders-1994,3,0.1489,1,0,1
CD010972_5,0.00535,0.01874,STD-Guandalini-2010,7,0.01339,1,1,0
CD010972_6,0.00044,0.00215,STD-Guandalini-2010,6,0.0017100000000000001,1,1,0
CD010972_7,0.00026000000000000003,0.0003,STD-Francavilla-2010,4,4e-05,1,1,0
CD011032_1,0.0326,0.09638,STD-Ducharme-2009,6,0.06377999999999999,1,0,1
CD011032_5,0.00828,0.26197,STD-Ducharme-2009,3,0.25369,1,0,1
CD011038_1,0.0,0.0004,STD-Ramos-Cuevas-2007,11,0.0004,1,1,0
CD011047_2,0.01077,0.01077,STD-Nidorf-2013,4,0.0,1,1,0
CD011047_7,0.03222,0.03222,STD-Morgan-2005,4,0.0,1,1,0
CD011047_8,0.0,0.0,STD-Nidorf-2013,36,0.0,1,1,0
CD011047_9,0.0,0.0,STD-Deftereos-2014a,55,0.0,1,1,0
CD011047_11,1e-05,0.00149,STD-Lukina-1995,20,0.00148,1,1,0
CD011047_12,0.0,0.0,STD-Deftereos-2014a,18,0.0,1,1,0
CD011047_15,0.0163,0.47216,STD-Nidorf-2013,5,0.45586000000000004,1,0,1
CD011110_5,0.00227,0.007809999999999999,STD-Acunzo-2003,5,0.00554,1,1,0
CD011110_6,2.9999999999999997e-05,0.00047999999999999996,STD-Guida-2004,4,0.00045,1,1,0
CD011110_7,0.00227,0.007809999999999999,STD-Acunzo-2003,5,0.00554,1,1,0
CD011117_2,0.0058200000000000005,0.03492,STD-Fiellin-2014,5,0.0291,1,1,0
CD011117_3,0.0002,0.00039,STD-Fiellin-2014,5,0.00018999999999999998,1,1,0
CD011117_4,0.0,0.0,STD-Fiellin-2014,6,0.0,1,1,0
CD011117_7,0.01917,0.68511,STD-Fiellin-2014,4,0.66594,1,0,1
CD011118_1,0.0,0.0,STD-McGrath-1992,9,0.0,1,1,0
CD011120_2,2.9999999999999997e-05,5e-05,STD-Vidrine-2012,69,2e-05,1,1,0
CD011132_4,0.00078,0.00128,STD-Salmeron-2007,14,0.0005,1,1,0
CD011132_5,0.00315,0.00394,STD-Khalili-2000,12,0.00079,1,1,0
CD011132_1,0.03514,0.042710000000000005,STD-Herrine-2005,8,0.00757,1,1,0
CD011142_4,0.0,0.0,STD-Escobar-2007,4,0.0,1,1,0
CD011142_18,0.00065,0.00106,STD-Allen-2006,3,0.00041,1,1,0
CD011142_19,0.0,0.0002,STD-Kashner-1995,19,0.0002,1,1,0
CD011151_2,0.014780000000000001,0.36277,STD-Futier-2013,4,0.34799,1,0,1
CD011170_3,0.02041,0.0732,STD-van-Apeldoorn-2008,44,0.05279,1,0,1
CD011188_1,0.0,0.0,STD-Kobayashi-2012,24,0.0,1,1,0
CD011190_1,0.00172,0.00233,STD-BOOST_x002d_II-Australia-2016,29,0.00061,1,1,0
CD011190_6,0.04235,0.06926,STD-BOOST_x002d_II-Australia-2016,23,0.026910000000000003,1,0,1
CD011190_19,0.02562,0.03177,STD-Schmidt-2013,5,0.00615,1,1,0
CD011194_1,0.0,0.0,STD-Talley-1998-_x0028_BOND_x0029_,30,0.0,1,1,0
CD011194_3,0.0,0.0,STD-Talley-1998-_x0028_BOND_x0029_,17,0.0,1,1,0
CD011194_4,0.0,0.0,STD-Talley-1998-_x0028_BOND_x0029_,22,0.0,1,1,0
CD011194_5,0.0,4e-05,STD-Talley-1998-_x0028_BOND_x0029_,16,4e-05,1,1,0
CD011194_6,0.0,0.0,STD-Talley-1998-_x0028_BOND_x0029_,17,0.0,1,1,0
CD011194_10,0.0,0.0,STD-Talley-1998-_x0028_BOND_x0029_,16,0.0,1,1,0
CD011197_4,0.021419999999999998,0.66777,STD-Pippa-2007,4,0.64635,1,0,1
CD011200_8,0.00059,0.05902,STD-Terrone-2000,5,0.058429999999999996,1,0,1
CD011234_4,0.0,0.00095,STD-Hercules-1977,4,0.00095,1,1,0
CD011234_5,0.0,0.0,STD-ETDRS-1991,4,0.0,1,1,0
CD011255_1,0.0,0.0,STD-You-2014,13,0.0,1,1,0
CD011255_2,0.0057399999999999994,0.0057399999999999994,STD-Veves-2001,6,0.0,1,1,0
CD011268_1,4e-05,0.00187,STD-WELL-100006,3,0.00183,1,1,0
CD011268_5,0.00773,0.21624000000000002,STD-WELL-100006,3,0.20851,1,0,1
CD011268_7,0.00137,0.24869000000000002,STD-WELL-100006,3,0.24731999999999998,1,0,1
CD011268_8,0.00374,0.13613,STD-WELL-100006,3,0.13239,1,0,1
CD011286_14,0.03435,0.03435,STD-Delle-Chiaie-2000b,3,0.0,1,1,0
CD011293_3,0.00062,0.0048200000000000005,STD-Shao-2014,11,0.0042,1,1,0
CD011293_5,0.00078,0.0048200000000000005,STD-Shao-2014,11,0.00404,1,1,0
CD011293_1,0.00216,0.011470000000000001,STD-Shao-2014,16,0.009309999999999999,1,1,0
CD011293_2,0.02375,0.059289999999999995,STD-Mosbech-2014,9,0.035539999999999995,1,0,1
CD011293_4,2.9999999999999997e-05,0.00022999999999999998,STD-Shao-2014,19,0.0002,1,1,0
CD011305_8,0.04992,0.15917,STD-De-Zern-2016,3,0.10925,1,0,1
CD011306_1,0.03535,0.12933,STD-Godard-2008,8,0.09398,1,0,1
CD011306_7,0.0,0.00173,STD-Koenig-2008,5,0.00173,1,1,0
CD011308_1,0.0009400000000000001,0.00554,STD-Ratnalingam-2010,19,0.0046,1,1,0
CD011308_2,0.0,0.00013000000000000002,STD-Elwan-2014,17,0.00013000000000000002,1,1,0
CD011312_1,0.04105,0.43617,STD-Ricci-2012,7,0.39511999999999997,1,0,1
CD011314_1,0.01015,0.03687,STD-Zhang-2012,12,0.026719999999999997,1,1,0
CD011314_2,0.00233,0.00233,STD-Zhang-2012,7,0.0,1,1,0
CD011314_3,0.00045,0.00045,STD-Zhang-2012,7,0.0,1,1,0
CD011317_7,0.0068200000000000005,0.0068200000000000005,STD-Xu-2011,9,0.0,1,1,0
CD011319_14,0.0,0.0,STD-IN.PACT-SFA-2015,8,0.0,1,1,0
CD011319_16,0.01793,0.0687,STD-DEBELLUM-2012,3,0.050769999999999996,1,0,1
CD011319_12,0.00039,0.00145,STD-THUNDER-2008,33,0.00106,1,1,0
CD011323_7,4e-05,0.05864,STD-Chasela-2010,5,0.0586,1,0,1
CD011323_8,0.00659,0.29291,STD-SWEN-2008,5,0.28631999999999996,1,0,1
CD011323_1,1e-05,0.027180000000000003,STD-Chasela-2010,5,0.02717,1,1,0
CD011323_3,0.0,0.12766,STD-Chasela-2010,5,0.12766,1,0,1
CD011323_4,5.9999999999999995e-05,0.00472,STD-Kumwenda-2008,6,0.00466,1,1,0
CD011345_4,0.03336,0.07372000000000001,STD-Robinson-2007,4,0.04036,1,0,1
CD011349_2,0.00042,0.0057,STD-Luanratanakorn-2006,12,0.00528,1,1,0
CD011352_1,0.00155,0.00285,STD-Schachtel-1989,54,0.0013,1,1,0
CD011352_4,0.00018,0.00073,STD-Behotas-1992,26,0.00055,1,1,0
CD011364_1,9e-05,0.02017,STD-Ishii-2013,4,0.02008,1,1,0
CD011364_2,9e-05,0.02017,STD-Ishii-2013,4,0.02008,1,1,0
CD011364_3,0.00011999999999999999,0.02017,STD-Ishii-2013,4,0.02005,1,1,0
CD011379_1,0.03689,0.0721,STD-Reisfield-1971,4,0.035210000000000005,1,0,1
CD011381_1,0.0,0.0,STD-FREEDOMS-2010,67,0.0,1,1,0
CD011381_2,0.0,0.0,STD-AFFIRM-2006,68,0.0,1,1,0
CD011381_3,0.0,0.0,STD-CARE_x002d_MS-II-2012,30,0.0,1,1,0
CD011382_5,0.00908,0.049819999999999996,STD-Liu-2010,4,0.04074,1,1,0
CD011384_9,0.0002,0.00037999999999999997,STD-Frulloni-1994,29,0.00018,1,1,0
CD011384_10,0.018680000000000002,0.03565,STD-Goebell-1988,35,0.01697,1,1,0
CD011386_1,0.026010000000000002,0.04887,STD-Delamaire-1992,5,0.02286,1,1,0
CD011386_11,0.00674,0.016630000000000002,STD-Spandorfer-2005,12,0.009890000000000001,1,1,0
CD011390_11,0.00267,0.05193,STD-Maas-2012,3,0.049260000000000005,1,0,1
CD011391_8,0.00913,0.7415,STD-Sharpe-2015,7,0.73237,1,0,1
CD011397_1,0.0009199999999999999,0.03293,STD-NCT01172808,10,0.032010000000000004,1,1,0
CD011397_3,0.006509999999999999,0.7670100000000001,STD-NCT01172808,3,0.7605,1,0,1
CD011397_12,0.027989999999999998,0.17064000000000001,STD-NCT01172808,5,0.14265,1,0,1
CD011402_1,0.01944,0.027719999999999998,STD-Singh-2014,9,0.00828,1,1,0
CD011402_5,0.00554,0.00943,STD-Singh-2014,7,0.00389,1,1,0
CD011413_4,0.00047999999999999996,0.01609,STD-Nileshwar-2010,11,0.015609999999999999,1,1,0
CD011413_5,0.027589999999999996,0.027589999999999996,STD-Nileshwar-2010,5,0.0,1,1,0
CD011421_1,0.0141,0.01789,STD-Pinto-1984,5,0.00379,1,1,0
CD011422_13,0.035519999999999996,0.78245,STD-Lonnerfors-2014,3,0.74693,1,0,1
CD011424_1,1e-05,0.0086,STD-Maged-2016,8,0.00859,1,1,0
CD011424_3,0.0,4e-05,STD-Maged-2016,10,4e-05,1,1,0
CD011426_1,0.0,4e-05,STD-Dire-1995,13,4e-05,1,1,0
CD011436_1,0.0,0.0,STD-Willschke-2005,12,0.0,1,1,0
CD011436_6,0.025269999999999997,0.36394,STD-Wang-2013,3,0.33866999999999997,1,0,1
CD011439_1,0.0284,0.04099,STD-Verini-2010,8,0.01259,1,1,0
CD011439_10,0.01779,0.01779,STD-Voorend_x002d_van-Bergen-2015,7,0.0,1,1,0
CD011445_2,0.0026100000000000003,0.5948,STD-Reynolds-1978,4,0.59219,1,0,1
CD011445_7,0.04145,0.48744,STD-Sims-1978,3,0.44598999999999994,1,0,1
CD011447_5,0.00865,0.08872000000000001,STD-Fragou-2011,3,0.08007,1,0,1
CD011447_6,2e-05,0.00978,STD-Fragou-2011,6,0.00976,1,1,0
CD011458_11,0.02565,0.11890999999999999,STD-NCT00151424,16,0.09326,1,0,1
CD011458_13,0.04437,0.05776,STD-Kane-2011,29,0.01339,1,0,1
CD011458_17,0.011000000000000001,0.03878,STD-Kane-2011,20,0.027780000000000003,1,1,0
CD011461_3,0.00039,0.00979,STD-Bang-2010,11,0.0094,1,1,0
CD011461_5,0.0095,0.09014,STD-Hecht--2013,5,0.08064,1,0,1
CD011464_4,0.015090000000000001,0.95931,STD-van-den-Berg-2015,3,0.9442200000000001,1,0,1
CD011474_1,0.00165,0.04028,STD-Kubitzek-2003,6,0.03863,1,1,0
CD011474_3,0.00023999999999999998,0.013819999999999999,STD-Kubitzek-2003,3,0.013580000000000002,1,1,0
CD011498_1,0.02605,0.12092,STD-Bedenne-2007,5,0.09487000000000001,1,0,1
CD011507_1,0.016059999999999998,0.07742,STD-D_x0027_Anna-2015,3,0.061360000000000005,1,0,1
CD011509_1,0.030260000000000002,0.030660000000000003,STD-Sunshine-1996,6,0.000400000000000001,1,1,0
CD011520_1,0.0,0.0,STD-McIntyre-2014,22,0.0,1,1,0
CD011520_2,0.0,4e-05,STD-McIntyre-2014,17,4e-05,1,1,0
CD011520_5,0.0,0.0,STD-McIntyre-2014,22,0.0,1,1,0
CD011520_7,0.00018,0.07017999999999999,STD-Boulenger-2014,8,0.07,1,0,1
CD011520_10,0.00041,0.02018,STD-McIntyre-2014,22,0.01977,1,1,0
CD011520_13,0.01188,0.10092999999999999,STD-Mahableshwarkar-2015b,22,0.08905,1,0,1
CD011520_14,0.0,0.0,STD-McIntyre-2014,22,0.0,1,1,0
CD011521_1,2e-05,2e-05,STD-Izbicki-1998,4,0.0,1,1,0
CD011521_8,0.0008,0.18234,STD-Izbicki-1998,4,0.18154,1,0,1
CD011521_9,0.00532,0.01027,STD-Buchler-1995,4,0.00495,1,1,0
CD011530_1,0.04452,0.7316699999999999,STD-Chintu-2004,8,0.68715,1,0,1
CD011530_2,0.00771,0.00771,STD-Salman-2010,4,0.0,1,1,0
CD011537_4,0.00224,0.22271999999999997,STD-Aaleyasin-2015,13,0.22048,1,0,1
CD011546_3,0.00039,0.0231,STD-Kishnani-2009,5,0.02271,1,1,0
CD011552_1,0.0,0.0,STD-Toro-2013,15,0.0,1,1,0
CD011552_2,0.0,0.0,STD-Toro-2013,14,0.0,1,1,0
CD011552_3,0.0,0.0,STD-Lilleby-2006,13,0.0,1,1,0
CD011562_7,0.00101,0.010329999999999999,STD-Garshasbi-2010,3,0.00932,1,1,0
CD011562_8,0.010329999999999999,0.010329999999999999,STD-Garshasbi-2010,3,0.0,1,1,0
CD011562_9,5e-05,0.010329999999999999,STD-Garshasbi-2010,3,0.01028,1,1,0
CD011565_1,0.0,0.0,STD-Andersson-2012a,16,0.0,1,1,0
CD011567_3,0.01796,0.09956,STD-Krueger-1999,12,0.0816,1,0,1
CD011567_14,0.01984,0.47205,STD-Lecrubier-1997,6,0.45221000000000006,1,0,1
CD011567_15,2.9999999999999997e-05,0.00025,STD-Lecrubier-1997,4,0.00022,1,1,0
CD011567_13,0.048760000000000005,0.4236,STD-CNCPS-1992,70,0.37484,1,0,1
CD011598_5,0.0,0.0,STD-Hoffmann-1988,41,0.0,1,1,0
CD011598_6,0.00367,0.022330000000000003,STD-Dennis-2006,41,0.01866,1,1,0
CD011611_1,4e-05,0.0021100000000000003,STD-Anand-2012,10,0.00207,1,1,0
CD011611_3,0.031330000000000004,0.12140999999999999,STD-Anand-2012,5,0.09008,1,0,1
CD011612_1,0.01197,0.06715,STD-Zarate-2006,27,0.05517999999999999,1,0,1
CD011612_2,0.00027,0.0059700000000000005,STD-Sos-2013,10,0.0057,1,1,0
CD011612_5,0.01923,0.048010000000000004,STD-Loo-2012,8,0.02878,1,1,0
CD011618_4,0.0069700000000000005,0.32582,STD-Donceel-1999,12,0.31885,1,0,1
CD011618_5,0.0,0.04653,STD-Donceel-1999,7,0.04653,1,1,0
CD011640_5,0.0,1e-05,STD-Sanyal-2010,20,1e-05,1,1,0
CD011644_5,0.0,0.0008300000000000001,STD-Omata-1991,9,0.0008300000000000001,1,1,0
CD011645_2,0.01798,0.60663,STD-Streinu_x002d_Cercel-2016,5,0.58865,1,0,1
CD011645_4,0.0,0.44928999999999997,STD-Tassopoulos-1989,3,0.44928999999999997,1,0,1
CD011646_3,0.00045,0.00057,STD-Higuera-de-la-Tijera-2015,42,0.00011999999999999999,1,1,0
CD011646_8,0.00695,0.02129,STD-Naveau-2004,19,0.01434,1,1,0
CD011648_3,0.0036799999999999997,0.00864,STD-Neuberger-1985,15,0.00496,1,1,0
CD011648_8,2e-05,2e-05,STD-Minuk-1988,39,0.0,1,1,0
CD011673_1,0.00036,0.54094,STD-Hudes-2007,7,0.5405800000000001,1,0,1
CD011673_3,0.0,0.00016999999999999999,STD-Rini-2010,4,0.00016999999999999999,1,1,0
CD011673_5,0.0,0.76264,STD-Hudes-2007,3,0.76264,1,0,1
CD011684_1,0.01799,0.04986,STD-van-Dongen-2014,10,0.031869999999999996,1,1,0
CD011690_2,0.0014,0.06609,STD-PROMPT-Study-2005,7,0.06469,1,0,1
CD011714_10,0.01195,0.026510000000000002,STD-Kokubu-2000,18,0.01456,1,1,0
CD011721_5,0.01864,0.13075,STD-Kerstjens-2012b,3,0.11210999999999999,1,0,1
CD011735_1,0.03798,0.49293000000000003,STD-Arnold-2002,8,0.45495,1,0,1
CD011735_2,0.0035299999999999997,0.01112,STD-Patkar-2007,7,0.00759,1,1,0
CD011737_3,0.010740000000000001,0.05106,STD-Oslo-Diet_x002d_Heart-1966,21,0.04032,1,0,1
CD011741_7,0.011309999999999999,0.10558,STD-TALISMAN_x002d_201,4,0.09427,1,0,1
CD011745_3,0.0038799999999999998,0.008709999999999999,STD-EWPHBPE-1985,12,0.00483,1,1,0
CD011745_4,0.0,0.0,STD-MRC_x002d_TMH-1985,8,0.0,1,1,0
CD011761_2,0.01962,0.034069999999999996,STD-Gowachirapant-2014,6,0.01445,1,1,0
CD011761_4,0.01144,0.67128,STD-Bouhouch-2014-_x0028_C_x0029_,4,0.65984,1,0,1
CD011761_8,0.0,0.00047000000000000004,STD-Gowachirapant-2014,5,0.00047000000000000004,1,1,0
CD011761_9,8e-05,0.013630000000000001,STD-Bouhouch-2014-_x0028_C_x0029_,5,0.01355,1,1,0
CD011761_12,0.00135,0.00135,STD-Liesenkotter-1996,4,0.0,1,1,0
CD011761_14,0.0033,0.02926,STD-Gowachirapant-2014,3,0.025960000000000004,1,1,0
CD011761_19,0.00216,0.00216,STD-Gowachirapant-2014,5,0.0,1,1,0
CD011761_21,0.00011,0.00011,STD-Brucker_x002d_Davis-2013,4,0.0,1,1,0
CD011790_1,0.0,0.0,STD-Arnold-2008,15,0.0,1,1,0
CD011790_2,0.0,0.0,STD-Mease-2008,13,0.0,1,1,0
CD011790_3,0.0,0.0,STD-Mease-2008,13,0.0,1,1,0
CD011790_4,0.0,0.0,STD-Ohta-2012,13,0.0,1,1,0
CD011790_5,1e-05,1e-05,STD-Pauer-2011,13,0.0,1,1,0
